"loeuf_rank","input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","post_publication_update","match_status","match_method","match_note","gene","ensembl_gene_id","transcript_id","transcript_version","transcript_selection_method","chromosome","start_position","end_position","loeuf","pLI","plof_obs","plof_exp","plof_oe","missense_oe","missense_z","synonymous_oe","highly_lof_constrained","strong_missense_constraint","constraint_signal_pattern","quality_status","quality_flags","low_coverage_flag","poor_mappability_flag","gene_quality_metrics.exome_prop_bp_AN90","gene_quality_metrics.exome_mean_AS_MQ","gene_quality_metrics.exome_prop_segdup","gene_quality_metrics.exome_prop_LCR","gene_flags","constraint_flags"
226,62,"MGRN1",23295,"O60291","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MGRN1","ENSG00000102858","ENST00000262370","ENST00000262370.12","MANE Select","chr16",4624826,4690972,0.57155,0.1529,29,69.182,0.41918,1.2535,-3.0506,1.3654,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99769,59.999,0,0,"[]","[]"
227,476,"ZSWIM5",57643,"Q9P217","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM5","ENSG00000162415","ENST00000359600","ENST00000359600.6","MANE Select","chr1",45016399,45206605,0.5758,0.00021047,55,119.57,0.45997,0.7886,3.5068,0.8849,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,0.96034,59.81,0.30858,0,"[]","[]"
228,480,"ZYG11B",79699,"Q9C0D3","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZYG11B","ENSG00000162378","ENST00000294353","ENST00000294353.7","MANE Select","chr1",52726453,52827336,0.57669,0.024457,36,82.437,0.4367,0.61633,4.897,0.96863,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
229,365,"SMURF1",57154,"Q9HCE7","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SMURF1","ENSG00000198742","ENST00000361368","ENST00000361368.7","MANE Select","chr7",99027440,99144108,0.57734,0.0032018,44,97.989,0.44903,0.73213,3.4995,1.0564,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,0.99818,59.999,0,0,"[]","[]"
230,379,"FBXL3",26224,"Q9UKT7","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL3","ENSG00000005812","ENST00000355619","ENST00000355619.10","MANE Select","chr13",77005260,77027159,0.57783,0.74455,14,37.877,0.36961,0.63979,3.4731,1.077,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.993,0,0.008567,"[]","[]"
231,116,"RNF11",26994,"Q9Y3C5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF11","ENSG00000123091","ENST00000242719","ENST00000242719.4","MANE Select","chr1",51236273,51273447,0.57804,0.91135,4,15.836,0.2526,0.71482,1.696,0.94042,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.856,0.28788,0,"[]","[]"
232,192,"SH3RF1",57630,"Q7Z6J0","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF1","ENSG00000154447","ENST00000284637","ENST00000284637.14","MANE Select","chr4",169094259,169270956,0.58073,0.048268,32,74.014,0.43235,0.84357,2.2435,0.90073,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99437,59.998,0,0,"[]","[]"
233,87,"PDZRN3",23024,"Q9UPQ7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PDZRN3","ENSG00000121440","ENST00000263666","ENST00000263666.9","MANE Select","chr3",73382431,73624941,0.58148,0.01064,38,85.658,0.44362,1.0814,-1.3466,1.1897,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.87836,59.998,0,0,"[]","[]"
234,617,"TRPC4AP",26133,"Q8TEL6","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRPC4AP","ENSG00000100991","ENST00000252015","ENST00000252015.3","MANE Select","chr20",35002404,35092807,0.58252,0.0015919,45,99.044,0.45434,0.89213,1.4441,1.0575,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.9954,59.998,0,0,"[]","[]"
235,373,"WWP2",11060,"O00308","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WWP2","ENSG00000198373","ENST00000359154","ENST00000359154.7","MANE Select","chr16",69762332,69941739,0.58726,3.7192e-05,57,121.02,0.47101,0.83013,2.4663,1.0174,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
236,96,"PML",5371,"P29590","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PML","ENSG00000140464","ENST00000268058","ENST00000268058.8","MANE Select","chr15",73994716,74047827,0.58868,0.078249,28,65.212,0.42937,0.84841,2.2429,0.98278,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99811,59.999,0,0,"[]","[]"
237,149,"RNF170",81790,"Q96K19","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF170","ENSG00000120925","ENST00000527424","ENST00000527424.6","MANE Select","chr8",42853301,42896605,0.5952,0.71552,12,32.666,0.36736,0.68116,2.3989,0.87805,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
238,12,"CBL",867,"P22681","RING, Ubl E3","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CBL","ENSG00000110395","ENST00000264033","ENST00000264033.6","MANE Select","chr11",119206339,119308149,0.59542,0.00054612,45,96.898,0.46441,0.89549,1.5073,0.98407,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
239,194,"SH3RF3",344558,"Q8TEJ3","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF3","ENSG00000172985","ENST00000309415","ENST00000309415.8","MANE Select","chr2",109129205,109504634,0.59656,0.040719,29,66.281,0.43753,1.0026,-0.038122,1.0959,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.86848,59.999,0,0,"[]","[]"
240,515,"KCTD10",83892,"Q9H3F6","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD10","ENSG00000110906","ENST00000228495","ENST00000228495.11","MANE Select","chr12",109448655,109477300,0.59742,0.65906,13,34.596,0.37576,0.6091,3.4178,0.92395,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
241,675,"ATG5",9474,"Q9H1Y0","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ATG5","ENSG00000057663","ENST00000369076","ENST00000369076.8","MANE Select","chr6",106184476,106325760,0.59932,0.59666,14,36.519,0.38337,0.59689,3.1074,0.936,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
242,578,"AHR",196,"P35869","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","AHR","ENSG00000106546","ENST00000242057","ENST00000242057.9","MANE Select","chr7",17298652,17346147,0.59955,0.001671,40,86.848,0.46057,0.98952,0.1422,1.1215,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99803,59.998,0,0,"[]","[]"
243,104,"RFFL",117584,"Q8WZ73","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFFL","ENSG00000092871","ENST00000394597","ENST00000394597.7","MANE Select","chr17",35005990,35063707,0.60117,0.47166,16,40.423,0.39581,0.81251,1.6994,0.9171,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
244,457,"KLHDC10",23008,"Q6PID8","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHDC10","ENSG00000128607","ENST00000335420","ENST00000335420.10","MANE Select","chr7",130070534,130135705,0.60147,0.10934,24,56.116,0.42768,0.61548,3.9051,0.90783,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,0.87481,59.994,0,0,"[]","[]"
245,288,"VPS11",55823,"Q9H270","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VPS11","ENSG00000160695","ENST00000621676","ENST00000621676.5","MANE Select","chr11",119067818,119081972,0.60292,4.8959e-05,51,106.82,0.47746,0.79832,2.9672,0.9875,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
246,186,"RNF6",6049,"Q9Y252","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF6","ENSG00000127870","ENST00000381588","ENST00000381588.9","MANE Select","chr13",26212775,26222314,0.60323,0.19727,21,50.131,0.4189,0.8327,2.0659,0.87387,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.963,0.85937,0,"[]","[]"
247,529,"KEAP1",9817,"Q14145","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KEAP1","ENSG00000079999","ENST00000171111","ENST00000171111.10","MANE Select","chr19",10486125,10503356,0.60454,0.058704,26,59.676,0.43568,0.61852,4.8028,0.97681,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
248,576,"SPOPL",339745,"Q6IQ16","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPOPL","ENSG00000144228","ENST00000280098","ENST00000280098.9","MANE Select","chr2",138501770,138573547,0.6056,0.11679,23,53.807,0.42746,0.94675,0.49074,1.0952,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.985,0.12075,0,"[]","[]"
249,125,"RNF123",63891,"Q5XPI4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF123","ENSG00000164068","ENST00000327697","ENST00000327697.11","MANE Select","chr3",49689557,49721529,0.61049,2.6054e-10,86,168.53,0.51028,0.82036,3.1863,0.96648,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.977,0.042364,0,"[]","[]"
250,6,"BIRC3",330,"Q13489","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BIRC3","ENSG00000023445","ENST00000263464","ENST00000263464.9","MANE Select","chr11",102317484,102339403,0.61199,0.041592,26,58.95,0.44105,0.9009,1.1274,0.97501,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.97296,59.988,0,0,"[]","[]"
251,137,"RNF146",81847,"Q9NTX7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF146","ENSG00000118518","ENST00000368314","ENST00000368314.6","MANE Select","chr6",127266864,127288562,0.61303,0.66128,11,29.701,0.37036,0.77919,1.9729,0.93932,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
252,77,"NFX1",4799,"Q12986","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NFX1","ENSG00000086102","ENST00000379540","ENST00000379540.8","MANE Select","chr9",33290516,33371157,0.61467,4.7251e-08,69,137.16,0.50307,0.83899,2.561,1.0441,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
253,455,"FEM1C",56929,"Q96JP0","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2; CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FEM1C","ENSG00000145780","ENST00000274457","ENST00000274457.5","MANE Select","chr5",115520908,115544775,0.61474,0.42324,15,37.572,0.39923,0.70965,3.3905,1.0522,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
254,195,"SHPRH",257218,"Q149N8","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SHPRH","ENSG00000146414","ENST00000275233","ENST00000275233.12","MANE Select","chr6",145884807,145964358,0.61526,1.2908e-13,106,202.46,0.52357,0.84653,2.9417,1.0626,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
255,25,"DTX3",196403,"Q8N9I9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DTX3","ENSG00000178498","ENST00000337737","ENST00000337737.8","MANE Select","chr12",57604824,57609802,0.61857,0.68089,10,27.422,0.36467,0.68782,2.8673,0.89675,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.97791,59.992,0,0.027858,"[]","[]"
256,524,"KCTD3",51133,"Q9Y597","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD3","ENSG00000136636","ENST00000259154","ENST00000259154.9","MANE Select","chr1",215567304,215621807,0.6199,0.00029314,41,85.816,0.47777,0.73141,3.6041,0.97864,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,0.96401,59.998,0,0,"[]","[]"
257,409,"FBXO31",79791,"Q5XUX0","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO31","ENSG00000103264","ENST00000311635","ENST00000311635.12","MANE Select","chr16",87326987,87383776,0.62075,0.048922,24,54.373,0.44139,0.84487,1.8562,1.1563,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.91342,59.999,0,0,"[]","[]"
258,183,"RNF43",54894,"Q68DV7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF43","ENSG00000108375","ENST00000407977","ENST00000407977.7","MANE Select","chr17",58353676,58417534,0.62108,0.00096577,37,78.372,0.47211,0.76793,3.1422,0.87846,FALSE,TRUE,"missense constrained only","pass","none",FALSE,FALSE,1,59.996,0,0,"[]","[]"
259,23,"DTX1",1840,"Q86Y01","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DTX1","ENSG00000135144","ENST00000548759","ENST00000548759.2","MANE Select","chr12",113056730,113098025,0.62419,0.023838,26,57.798,0.44985,0.78631,2.727,1.0098,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.83441,59.996,0,0,"[]","[]"
260,147,"RNF169",254225,"Q8NCN4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF169","ENSG00000166439","ENST00000299563","ENST00000299563.5","MANE Select","chr11",74748849,74842413,0.62637,0.038776,24,53.886,0.44538,0.97434,0.32939,1.0893,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.8145,59.997,0,0,"[]","[]"
261,1,"AMFR",267,"Q9UKV5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","AMFR","ENSG00000159461","ENST00000290649","ENST00000290649.10","MANE Select","chr16",56361452,56425545,0.62667,0.00094147,36,75.862,0.47455,0.82357,2.2109,0.93452,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.86781,59.999,0,0,"[]","[]"
262,133,"RNF138",51444,"Q8WVD3","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF138","ENSG00000134758","ENST00000261593","ENST00000261593.8","MANE Select","chr18",32091874,32131561,0.62726,0.52209,12,30.996,0.38715,0.6398,2.6612,1.0555,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.9483,59.618,0.089796,0,"[]","[]"
263,668,"RABGEF1",27342,"Q9UJ41","Atypical E3 (A20-type zinc finger)","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RABGEF1","ENSG00000154710","ENST00000284957","ENST00000284957.9","MANE Select","chr7",66740733,66811464,0.62914,0.019091,26,57.343,0.45341,0.76365,2.4847,0.87791,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,58.286,0.73116,0,"[]","[]"
264,395,"FBXO10",26267,"Q9UK96","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO10","ENSG00000147912","ENST00000432825","ENST00000432825.7","MANE Select","chr9",37510892,37576380,0.63148,0.00026124,39,80.667,0.48347,0.80771,2.9214,0.91711,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
