"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
279,"TTC3","7267","P53804","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TTC3","ENSG00000182670","ENST00000355666",FALSE,"pass","none"
280,"UBOX5","22888","O94941","RING, degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBOX5","ENSG00000185019","ENST00000217173",FALSE,"pass","none"
281,"UBR1","197131","Q8IWV7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBR1","ENSG00000159459","ENST00000290650",FALSE,"pass","none"
282,"UBR2","23304","Q8IWV8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBR2","ENSG00000024048","ENST00000372901",FALSE,"pass","none"
283,"UBR3","130507","Q6ZT12","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBR3","ENSG00000144357","ENST00000272793",FALSE,"pass","none"
284,"UHRF1","29128","Q96T88","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UHRF1","ENSG00000276043","ENST00000650932",FALSE,"pass","none"
285,"UHRF2","115426","Q96PU4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UHRF2","ENSG00000147854","ENST00000276893",FALSE,"pass","none"
286,"UNK","85451","Q9C0B0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UNK","ENSG00000132478","ENST00000589666",FALSE,"pass","none"
287,"UNKL","64718","Q9H9P5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UNKL","ENSG00000059145","ENST00000389221",FALSE,"pass","none"
288,"VPS11","55823","Q9H270","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VPS11","ENSG00000160695","ENST00000621676",FALSE,"pass","none"
289,"VPS18","57617","Q9P253","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VPS18","ENSG00000104142","ENST00000220509",FALSE,"pass","none"
290,"VPS41","27072","P49754","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VPS41","ENSG00000006715","ENST00000310301",FALSE,"pass","none"
291,"VPS8","23355","Q8N3P4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VPS8","ENSG00000156931","ENST00000625842",FALSE,"pass","none"
292,"XIAP","331","P98170","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","XIAP","ENSG00000101966","ENST00000371199",FALSE,"pass","none"
293,"ZFPL1","7542","O95159","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZFPL1","ENSG00000162300","ENST00000294258",FALSE,"pass","none"
294,"ZFTRAF1","50626","P0DTL6","RING","RING","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
295,"ZNF598","90850","Q86UK7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNF598","ENSG00000167962","ENST00000562103",FALSE,"pass","none"
296,"ZNFX1","57169","Q9P2E3","Degenerate RING, atypical","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNFX1","ENSG00000124201","ENST00000396105",FALSE,"pass","none"
297,"ZNRF1","84937","Q8ND25","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNRF1","ENSG00000186187","ENST00000335325",FALSE,"pass","none"
298,"ZNRF2","223082","Q8NHG8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNRF2","ENSG00000180233","ENST00000323037",FALSE,"pass","none"
299,"ZNRF3","84133","Q9ULT6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNRF3","ENSG00000183579","ENST00000544604",FALSE,"pass","none"
300,"ZNRF4","148066","Q8WWF5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNRF4","ENSG00000105428","ENST00000222033",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
301,"ZSWIM2","151112","Q8NEG5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM2","ENSG00000163012","ENST00000295131",FALSE,"pass","none"
302,"RNF228","122319436","A0A7I2V3R4","RING","RING","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
303,"GTF2H2C","728340","Q6P1K8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GTF2H2C","ENSG00000183474","ENST00000380729",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
304,"ANAPC11","51529","Q9NYG5","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANAPC11","ENSG00000141552","ENST00000344877",FALSE,"pass","none"
305,"EP300","2033","Q09472","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","EP300","ENSG00000100393","ENST00000263253",FALSE,"flagged","constraint_flags=[""outlier_syn""]"
306,"RBX1","9978","P62877","Degenerate RING, Ubl E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RBX1","ENSG00000100387","ENST00000216225",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
307,"RNF7","9616","Q9UBF6","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF7","ENSG00000114125","ENST00000273480",FALSE,"pass","none"
308,"PIAS1","8554","O75925","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PIAS1","ENSG00000033800","ENST00000249636",FALSE,"pass","none"
309,"PIAS2","9063","O75928","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PIAS2","ENSG00000078043","ENST00000585916",FALSE,"pass","none"
310,"PIAS3","10401","Q9Y6X2","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PIAS3","ENSG00000131788","ENST00000393045",FALSE,"pass","none"
311,"PIAS4","51588","Q8N2W9","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PIAS4","ENSG00000105229","ENST00000262971",FALSE,"pass","none"
312,"NSMCE2","286053","Q96MF7","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NSMCE2","ENSG00000156831","ENST00000287437",FALSE,"pass","none"
313,"ZMIZ1","57178","Q9ULJ6","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZMIZ1","ENSG00000108175","ENST00000334512",FALSE,"pass","none"
314,"ZMIZ2","83637","Q8NF64","Degenerate RING (SP-RING), SUMO E3","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZMIZ2","ENSG00000122515","ENST00000309315",FALSE,"pass","none"
315,"MIOS","54468","Q9NXC5","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MIOS","ENSG00000164654","ENST00000340080",FALSE,"pass","none"
316,"UBR4","23352","Q5T4S7","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBR4","ENSG00000127481","ENST00000375254",FALSE,"pass","none"
317,"PELI1","57162","Q96FA3","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PELI1","ENSG00000197329","ENST00000358912",FALSE,"pass","none"
318,"PELI2","57161","Q9HAT8","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PELI2","ENSG00000139946","ENST00000267460",FALSE,"pass","none"
319,"PELI3","246330","Q8N2H9","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PELI3","ENSG00000174516","ENST00000320740",FALSE,"pass","none"
320,"RTF2","51507","Q9BY42","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RTF2","ENSG00000022277","ENST00000357348",FALSE,"pass","none"
321,"RMND5A","64795","Q9H871","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RMND5A","ENSG00000153561","ENST00000283632",FALSE,"pass","none"
322,"RMND5B","64777","Q96G75","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RMND5B","ENSG00000145916","ENST00000313386",FALSE,"pass","none"
323,"WDR24","84219","Q96S15","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR24","ENSG00000127580","ENST00000293883",FALSE,"pass","none"
324,"WDR59","79726","Q6PJI9","Degenerate RING","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR59","ENSG00000103091","ENST00000262144",FALSE,"pass","none"
325,"MAEA","10296","Q7L5Y9","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MAEA","ENSG00000090316","ENST00000303400",FALSE,"pass","none"
326,"PRPF19","27339","Q9UMS4","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRPF19","ENSG00000110107","ENST00000227524",FALSE,"pass","none"
327,"UBE4A","9354","Q14139","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE4A","ENSG00000110344","ENST00000252108",FALSE,"pass","none"
328,"UBE4B","10277","O95155","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UBE4B","ENSG00000130939","ENST00000343090",FALSE,"pass","none"
329,"WDSUB1","151525","Q8N9V3","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDSUB1","ENSG00000196151","ENST00000359774",FALSE,"pass","none"
330,"NOSIP","51070","Q9Y314","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NOSIP","ENSG00000142546","ENST00000596358",FALSE,"pass","none"
331,"PPIL2","23759","Q13356","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PPIL2","ENSG00000100023","ENST00000398831",FALSE,"pass","none"
332,"STUB1","10273","Q9UNE7","Degenerate RING (U-box)","Degenerate RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","STUB1","ENSG00000103266","ENST00000219548",FALSE,"pass","none"
333,"ANKIB1","54467","Q9P2G1","RING-between-RING","RBR","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANKIB1","ENSG00000001629","ENST00000265742",FALSE,"pass","none"
334,"ARIH1","25820","Q9Y4X5","RING-between-RING, Ubl E3","RBR","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ARIH1","ENSG00000166233","ENST00000379887",FALSE,"pass","none"
335,"ARIH2","10425","O95376","RING-between-RING","RBR","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ARIH2","ENSG00000177479","ENST00000356401",FALSE,"pass","none"
